"Time","Demand_1","Demand_2","Demand_3","Demand_4","Demand_5","Demand_6","Demand_7","Demand_8","Demand_9","Demand_10"
"1","14.934013037665807","11.733296815803827","14.719926011582492","65.05652275402014","18.936530643074363","0.0","64.51060769665165","63.599148790958495","61.83437166079937","0.0"
"2","17.381235044972513","14.072716284094456","17.079898322936852","67.61214966653712","21.27166020726341","2.326174307353348","66.83678200400499","66.15363785582052","65.04892740425984","0.0"
"3","19.06937717734403","14.683894551604705","15.334747313741047","73.29906673112565","20.70987381082125","1.8984361252949706","65.02439439913132","69.13283609061347","70.764383423677","0.0"
"4","27.973759137630374","17.136519630416945","19.15859738027245","87.19580722990742","29.476090591445","12.253150032787953","64.51060769665165","74.08048468268959","85.54678668938229","0.0"
"5","31.52443203924848","17.259820477288596","27.964105610460955","105.95324593574759","31.663229421404285","19.647651615733025","64.51060769665165","81.8112760687461","101.12565588885818","0.0"
"6","34.30804677163098","17.89166168230455","30.060984689019527","121.8472003559175","35.686788472872344","22.2568134000967","72.2205706080081","95.66850780066324","114.14368385655466","0.0"
"7","40.34682083350476","21.12552355540064","35.19522417879777","105.67478700426595","41.94942779528912","22.64427421773203","74.53060016407215","98.02809941519584","95.72282364617456","0.0"
"8","41.37440055443507","22.196265119520298","40.29459956399156","82.43579820119643","37.340539099682324","20.082074875722157","72.70948191979456","76.98150635124338","82.31414495755816","0.0"
"9","30.783040261850914","23.173455508941327","33.74042120958214","85.06494620347111","28.529471143643008","16.831543595211063","73.71984657184103","80.09510839287901","81.41535300203985","0.0"
"10","35.930772287561965","22.612550426077366","26.49638928528778","86.18512836016566","31.354057131231215","17.165906295272986","71.8783292267421","79.2447185958086","82.08818624262207","0.0"
"11","36.82693322333471","21.025123366728188","29.60448947360922","88.66229265216117","32.4012808569657","18.595307957402856","71.94515666322272","79.91587557224419","82.49841041748024","0.0"
"12","37.67704397375866","21.65135374162199","29.9078568606783","89.21661684915125","34.67597262919402","19.387064347571158","72.46439736481122","80.0935874069469","83.71302113891959","0.0"
"13","38.00601300011655","22.84330592333479","30.237640228495607","89.38155873225452","36.41101900501975","19.81254456241222","73.52915239899029","80.15033128166004","83.7370071492037","0.0"
"14","37.987833023139935","23.039293497450288","30.523500477309923","89.2521153278052","36.575962479889824","19.871671894620803","74.94522521473547","80.10504481550828","84.11391978746941","0.0"
"15","37.38750981595664","23.013030981749278","31.524461422031585","88.81375529808344","36.397361898101266","19.85305429940962","74.88830823595974","79.97157390196827","84.64774565178774","0.0"
"16","37.97899234101378","22.99122310652206","31.830823718992946","90.49429853080339","36.78543078559394","21.33178563718041","75.78672153161132","80.26627178120462","84.86379683758891","0.0"
"17","37.895353590013926","22.94267936907862","31.2834894102563","90.5531223675529","36.44363983129043","20.989888444965587","76.41561198042558","79.90711358032141","85.71816719713752","0.0"
"18","35.143473694887874","22.960510674123327","29.828351842084274","87.0212988444577","34.65468495196518","17.31466766476027","76.46083820306977","78.77552975042244","83.10233721532975","0.0"
"19","34.12824202585521","23.723435277036767","31.04828139370096","85.91175341676775","35.38721754299141","17.57771767845273","75.01889922771768","78.47765256809032","80.71577545908212","0.0"
"20","36.92396131439507","25.307800669963118","32.294297322643494","89.32927742225604","37.07895508397092","20.456701387017834","76.01255096577432","80.07945754133067","86.4490551880839","0.0"
"21","38.06212834995222","26.843508437734783","33.10971227209077","93.88870771112313","38.443591598551365","21.87713901693591","77.37462758795951","83.3918278497258","90.79144172931146","0.0"
"22","42.73921610910191","29.148484796040705","36.41132283522875","98.50883241479765","40.667755215595754","24.12993384043936","79.66396554137991","87.15657419013105","92.60628780442205","0.0"
"23","47.68893536163011","30.635495319296624","40.08329308394048","102.26209367940353","44.5066206572584","29.381718584408063","84.82066087902086","90.54121776140359","92.59048753195239","0.0"
"24","52.84144117446724","30.811428443730065","47.42664025013235","109.40069753552227","52.91669221421706","38.7350825484538","89.55842701439852","96.36785938816857","93.28605938722244","0.0"
"25","64.17945135330895","32.273507903707205","56.8972340794465","124.55882386597821","66.56987925400142","52.33892732767657","98.50436562673295","109.01786104688415","99.31071463211677","0.0"
"26","77.06716504066716","38.24750870972378","66.72792443395085","142.9709613938749","80.33374158218709","65.91890303463092","110.47186073150415","123.27719777607798","115.80225343478081","0.0"
"27","80.67765949964301","45.830162168590036","64.38967647200246","144.72191530614765","79.06151848454864","64.01376781854952","111.96485452521159","121.96664346423779","124.46843269544807","0.0"
"28","45.00964468246489","55.100418402141074","35.8130426589982","99.78785975398748","37.24756581089893","13.264888586157033","83.3689513176129","88.83438592084993","103.76235213947913","0.0"
"29","42.73029176901775","43.05981140837165","37.62137827985272","97.45675654484975","43.209720829818565","25.689906484565103","79.69840009936424","86.6735616773095","88.40402604378328","0.0"
"30","43.907891873499615","17.589568270475095","36.07285864328217","95.57330295025794","40.69172150147256","24.464723215782293","78.68696758310165","85.38448190102402","89.2695377031189","0.0"
"31","43.21160674411235","27.006870863027203","35.00520677172624","94.63492657913224","39.4333871848433","23.71381607500814","77.5222419112604","84.81713100580598","88.19256202036487","0.0"
"32","43.32287313296888","27.04827648077149","35.27330778149223","94.83559431569415","39.91167369710387","23.750241937955884","77.88525082691905","84.90522659486017","88.48494477073694","0.0"
"33","43.515897049535894","27.168062220077058","35.44503578883717","95.0757680757714","40.0940453971145","24.00272379014863","78.03191482843825","85.04830452399447","88.6594091700614","0.0"
"34","43.695136378626245","27.30009834791538","35.56986209296065","95.31961171048542","40.277792560015996","24.181385059620027","78.19410772334908","85.22244930673267","88.84135152539822","0.0"
"35","43.761075730684055","27.33540969958873","35.61778010288961","95.40833397110356","40.327947468471315","24.244569430380068","78.24752970756757","85.27891468358885","88.89656263424033","0.0"
"36","43.33451743483331","27.030952179809503","35.29063006237404","94.99963470001418","39.99113876266528","23.903139561133038","77.87577966700594","84.9890863009069","88.59498821048629","0.0"
"37","40.850854070453266","25.556414490541037","33.53731056404238","92.55744237344965","38.172577067728454","21.88053209527788","76.05154918957089","83.31046843470025","86.83247202814914","0.0"
"38","33.65351578748748","21.643486075557803","28.418278938214655","84.99535023508304","32.83423167059761","15.546028534222602","71.36656225934782","78.1498802300462","81.45234430489796","0.0"
"39","24.10250980386207","17.348969431054595","21.967563986612483","75.35666029742957","25.593817363667668","7.228322373896616","67.2106645204714","71.10936910275555","73.9396233035381","0.0"
"40","35.88609792512181","23.13996895781515","28.006236133986846","84.31067635886185","32.842351458684284","17.28995758690658","71.41256775346422","77.61533730164462","80.26992855353802","0.0"
"41","37.53384687913769","23.73772892311542","29.750527262584015","87.92746433599319","34.30526324907664","20.129846679904407","73.0653537006003","79.7188312899847","81.33340999127738","0.0"
"42","38.451397000702144","24.663734966493656","31.840479517922468","89.90609134043106","36.98398102719233","21.224417467509927","75.7840252147666","81.12338008137655","83.57904711342061","0.0"
"43","39.39974785827607","25.604158636092755","33.02337221488468","91.20520685394462","38.13906178601811","22.174502686483013","77.0900444613082","82.09597563720823","84.62334636372228","0.0"
"44","39.788294314533","25.928448144214666","33.4245468471625","91.72442607798195","38.61423674564206","22.63320182045896","77.51685397387496","82.47235294531178","84.98542890040795","0.0"
"45","39.882914241008045","26.03787348788037","33.56242999416357","91.89076301859976","38.776016930092055","22.8033749375884","77.67437653902878","82.58670341442266","86.4176108870943","0.0"
"46","39.83005154809107","26.05045594421571","33.59546144243446","91.92707618040171","38.806805384253025","22.86659309356753","77.71253461804763","82.59650282199405","87.55703584101917","0.0"
"47","39.726421673287035","26.033705913304615","33.59036524509314","91.90333164042931","38.79525494793049","22.88652356030304","77.71327777055028","82.56319001152892","88.24931896455837","0.0"
"48","39.68971462866316","26.065396279151727","33.64169140560677","91.95896052088246","38.85529955910147","22.969564486735056","77.77464685154087","82.58901988060953","88.61330657885671","0.0"
"49","40.0679045044304","26.329384261013786","33.97932864710268","92.4816667260229","39.26833632032563","23.414288828422777","78.14000986884665","83.55235097385952","89.06405400765486","0.0"
"50","40.678973022228405","26.63171800794293","34.368474624447174","93.21437500790968","39.74216650582916","24.022278442058397","78.57165480092569","84.65153613915578","89.56538833428155","0.0"
"51","38.01587890130388","25.080931371921828","32.402046717981975","90.08219328317256","37.34625241624143","21.677448313874198","76.32778066112127","82.2470260675157","86.84685855739738","0.0"
"52","38.15879729731023","25.304854509805494","32.58117573759011","90.67435717788427","37.897401917972616","21.966189054336816","76.98900029352164","81.8717617721654","85.44940949124003","0.0"
"53","39.477876310104094","25.569885278025072","32.83144501751364","92.9958285979116","38.30951710838305","22.335728714571022","77.33850709836301","83.53958369351423","86.55235882202264","0.0"
"54","41.32320709529127","25.976477830776876","33.37986511190811","95.14048242091295","38.877129768471846","23.044753064490727","77.82525926345936","85.15845107011292","88.63135191177543","0.0"
"55","43.034620281495116","26.608102451384113","34.6945908896328","96.37405164357385","39.439999137007746","23.666539018736582","78.26774470799963","86.11562255446307","90.1937549317118","0.0"
"56","43.53259327662483","27.444241916144442","35.865560702216456","96.32519043418625","40.61723292594215","24.34028851579729","79.46143583413544","86.17977615597881","90.94085171316883","0.0"
"57","42.340572440047154","27.84534025125202","36.03212927132565","95.63192004313461","41.39212366101828","25.173881467283874","80.3608390716954","85.73301125372569","90.96461595466195","0.0"
"58","40.671447779876694","27.34367384508407","35.089266369313044","94.81734988677293","40.85513929518514","25.20813772224728","80.02156360492862","85.17031314306834","90.38238307117234","0.0"
"59","39.95143560413292","26.313132826753225","33.90481278830722","93.82777773807943","39.275257550805414","23.310043680652523","78.45174218886822","84.496970832754","89.49184958550244","0.0"
